0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0
0;0;1;0;0;0;0;0
0;0;1;0;0;0;0;0
0;0;1;0;0;0;0;0
0;0;1;0;0;0;0;0
0;0;1;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;1;0
0;0;0;0;0;1;1;0
0;0;0;0;0;1;2;0
0;0;0;0;0;2;2;0
0;0;0;0;0;2;0;0
0;0;0;0;0;2;6;0
0;0;0;0;0;2;6;0
0;0;0;0;0;2;6;0
0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0
1;0;0;0;0;0;5;0
1;0;0;0;0;0;5;0
1;0;0;0;0;1;6;0
5;0;0;0;2;1;5;0
5;0;0;0;0;1;5;0
5;0;0;0;0;0;0;0
5;0;0;0;0;1;2;0
5;0;0;0;0;1;2;0
5;0;0;0;0;0;1;0
0;0;0;0;0;1;1;0
0;0;1;0;0;1;0;0
0;0;1;0;0;1;0;0
0;0;1;0;0;1;5;0
0;0;1;0;0;1;0;0
0;0;1;0;0;1;1;2
0;0;1;0;0;1;1;2
0;0;1;0;0;1;2;0
0;0;0;0;0;1;0;0
0;0;0;0;0;1;1;0
0;0;0;0;0;1;0;0
0;5;0;0;0;0;0;0
0;5;0;0;5;0;0;0
0;5;0;0;5;0;0;0
0;5;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;2;5;0
0;0;0;0;0;2;5;0
0;2;0;0;0;2;0;0
0;2;0;0;0;0;0;2
0;2;0;0;0;0;0;2
0;2;0;0;0;0;0;2
0;0;0;0;0;0;5;5
0;0;0;0;0;0;5;5
5;0;0;0;0;0;0;6
5;2;0;0;0;0;0;6
5;2;0;0;0;1;0;6
5;2;0;0;0;1;0;0
0;2;0;0;0;1;0;0
0;0;0;0;0;1;0;0
0;0;0;0;0;1;0;0
0;0;0;0;0;1;5;0
0;2;0;0;0;1;0;5
0;2;0;0;0;1;0;5
0;2;0;0;0;5;0;6
0;2;0;0;0;5;0;6
0;2;0;1;0;5;0;0
5;0;0;1;0;0;6;0
5;0;0;1;0;6;6;0
5;0;0;1;0;6;0;0
5;5;0;0;0;5;0;0
0;5;0;0;0;5;5;5
0;5;0;2;0;5;5;5
0;0;0;2;0;5;0;1
0;0;0;2;0;5;0;1
0;0;0;2;0;5;0;0
0;0;0;0;0;5;0;0
0;0;0;0;0;5;0;0
0;0;0;0;0;5;0;1
0;0;0;0;0;0;0;1
5;0;0;0;0;0;0;0
5;0;0;5;0;0;0;0
5;0;0;5;0;0;0;0
5;0;0;5;0;0;0;5
5;0;0;5;0;0;0;5
5;0;0;5;0;5;0;0
2;0;0;2;0;5;0;0
2;0;0;2;0;5;0;0
2;0;0;0;0;5;0;0
2;0;0;0;0;5;0;0
0;0;0;0;0;5;0;0
0;0;0;0;0;5;0;0
0;0;0;0;0;5;0;0
0;0;0;6;0;1;5;2
0;0;0;6;0;1;5;0
0;0;0;6;0;2;0;0
0;0;0;2;0;2;0;0
0;0;0;2;0;1;0;5
0;0;0;2;0;5;0;5
0;0;0;2;0;0;0;5
0;0;0;0;5;0;0;2
0;0;0;0;5;0;0;2
0;0;0;0;0;5;5;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;1;0
0;0;0;0;0;0;1;0
0;0;0;0;0;0;5;0
0;0;0;0;5;5;5;1
0;0;0;0;0;5;0;1
0;0;5;2;0;5;0;1
1;0;5;2;0;0;0;2
1;0;5;2;0;0;0;0
1;0;5;2;0;0;5;0
1;5;6;2;0;6;6;0
0;5;6;2;0;0;2;0
0;5;6;2;0;0;0;0
0;5;6;2;0;0;0;0
0;5;0;2;0;5;1;1
0;1;0;2;0;5;0;1
0;1;0;0;0;5;5;0
0;0;0;1;0;5;5;0
0;0;0;1;0;5;5;0
1;0;0;1;0;0;5;0
1;1;0;0;0;0;0;0
1;1;0;0;0;0;2;0
0;1;0;0;0;5;2;0
0;1;0;5;0;5;0;0
0;5;0;5;0;5;2;0
0;5;0;5;0;0;2;0
0;5;0;6;0;0;0;0
0;5;0;6;0;2;1;0
0;0;0;6;0;2;1;0
0;0;0;1;3;0;0;0
0;0;0;1;3;0;1;0
1;0;5;6;0;0;0;0
1;5;5;6;2;5;1;0
1;5;5;6;2;5;0;0
1;5;5;6;0;5;0;0
1;5;5;0;1;0;1;0
1;5;1;6;1;5;1;0
1;5;1;6;1;5;1;0
1;5;1;6;1;0;1;0
1;5;1;6;0;5;1;0
1;0;2;0;0;5;2;0
1;0;2;0;0;5;2;0
1;0;2;1;0;5;1;0
1;0;2;1;0;5;2;0
5;0;0;1;0;0;5;0
5;0;0;1;0;0;1;0
5;0;0;1;0;0;1;0
0;0;0;0;0;0;1;0
0;0;0;0;0;0;1;0
2;0;0;0;0;0;1;0
2;0;0;0;0;0;1;0
2;0;0;2;0;0;1;0
2;0;0;2;0;0;2;0
0;0;0;0;0;0;2;0
0;0;0;0;0;0;0;0
0;0;0;2;0;0;0;0
0;0;0;2;0;0;5;0
0;0;0;6;0;0;1;0
0;0;0;6;0;0;1;0
0;0;0;0;0;0;2;0
0;0;0;0;0;0;2;0
0;0;0;6;0;0;2;0
0;0;0;6;0;0;2;0
0;0;0;6;0;0;0;0
5;0;0;0;0;0;2;0
5;0;0;0;0;0;0;0
5;5;0;6;0;0;0;0
5;5;0;6;0;0;0;0
0;5;0;0;0;0;3;0
0;5;0;0;0;0;3;0
0;5;0;0;0;0;4;0
0;5;0;0;0;0;0;0
0;5;0;6;0;0;0;0
0;5;0;6;1;0;3;0
0;0;0;0;1;0;4;0
0;0;0;0;1;0;2;0
0;0;0;6;1;0;2;0
0;0;0;0;1;5;5;0
0;0;0;0;1;5;2;0
0;5;0;0;1;5;2;0
0;5;0;6;2;5;2;0
0;5;0;6;2;5;2;0
0;2;1;0;2;0;2;0
0;2;1;6;1;0;2;0
0;2;1;6;1;0;2;0
0;2;1;6;0;0;2;0
0;2;5;0;0;0;5;0
0;2;5;0;0;0;2;0
0;0;5;6;0;0;5;5
0;0;5;6;0;0;5;1
0;0;5;0;0;1;5;1
0;0;5;0;0;1;0;2
0;5;5;0;0;0;0;0
0;5;5;0;0;0;0;0
0;5;2;6;0;0;0;0
0;5;2;0;0;0;0;0
0;5;2;0;0;0;0;0
0;5;2;6;0;0;5;1
0;5;5;6;0;0;5;1
0;5;5;0;0;0;5;1
0;5;5;1;0;0;0;1
0;6;5;1;0;5;5;2
0;6;5;2;0;5;0;2
0;6;5;2;0;0;0;1
0;6;5;2;0;0;5;0
0;6;5;3;0;0;5;0
0;0;5;2;0;0;6;0
0;0;5;0;0;0;6;5
0;0;5;0;0;0;6;5
0;0;2;0;0;5;6;0
0;0;2;0;0;0;5;0
0;0;2;0;0;0;0;0
0;5;2;0;0;0;2;0
0;5;0;0;0;0;1;0
0;5;0;0;0;0;0;0
0;5;0;0;0;5;1;1
0;5;0;5;0;5;1;1
0;0;2;0;0;5;0;0
0;0;2;0;0;5;5;0
0;0;2;0;0;0;5;0
0;0;2;0;0;0;5;0
0;0;2;0;0;0;5;0
0;0;0;5;0;5;2;0
2;0;0;0;0;5;0;0
2;0;0;0;0;5;2;2
2;0;0;0;0;0;0;5
3;0;0;5;0;0;1;5
3;0;0;5;0;0;1;0
3;0;0;0;0;0;0;0
2;1;0;0;0;0;5;0
5;1;0;0;0;0;0;0
5;1;0;0;0;0;1;5
5;1;0;0;0;0;5;5
5;1;0;0;0;0;0;0
5;2;0;5;2;0;0;0
2;2;0;5;2;0;0;0
2;5;0;5;1;0;0;0
2;5;0;0;1;5;0;0
2;2;0;0;1;5;2;0
2;2;0;2;1;5;2;0
2;2;0;2;5;5;1;0
2;2;0;0;5;5;2;0
2;0;2;0;5;5;2;0
2;0;2;0;2;0;0;0
0;0;2;0;2;0;0;0
0;0;2;6;0;0;0;0
0;0;2;6;0;0;0;0
0;0;2;0;0;0;5;0
0;0;5;0;0;0;6;0
0;0;5;0;0;0;1;0
0;0;5;6;0;0;1;0
0;0;5;0;2;0;5;0
5;0;0;0;2;0;6;0
5;0;0;0;2;6;0;0
5;0;0;6;0;0;0;0
1;0;0;6;0;0;0;0
1;5;0;0;0;0;5;0
1;5;0;0;0;5;0;0
5;5;0;6;0;5;0;1
5;5;0;0;0;5;5;1
5;5;0;0;0;0;5;1
5;0;0;1;0;0;5;2
0;0;0;0;5;0;6;2
2;0;0;0;5;0;1;0
2;0;0;0;5;0;2;0
2;0;0;0;5;0;2;5
2;0;0;1;0;5;5;5
2;0;0;1;0;5;0;0
1;0;2;0;5;0;0;0
1;0;2;0;6;0;0;0
1;0;2;0;2;5;5;5
